id,name,rarity,keywords,set_name,set_type
211147,Harrow,common,[],Mystery Booster,masters
211148,Garruk Wildspeaker,mythic,[],Magic 2011,core
211149,Garruk Wildspeaker [Foil],mythic,[],Magic 2011,core
211150,Fierce Invocation,common,[],Fate Reforged,expansion
211151,Fierce Invocation [Foil],common,[],Fate Reforged,expansion
211152,Humble,uncommon,[],Urza's Saga,expansion
211153,Ranger's Guile,common,[],Magic 2015,core
211154,Ranger's Guile [Foil],common,[],Magic 2015,core
211155,Crushing Canopy,common,[],Jumpstart,draft_innovation
211156,Fire-Lit Thicket [Foil],mythic,[],Zendikar Expeditions,masterpiece
211157,Standing Troops,common,[],Eighth Edition,core
211158,Standing Troops [Foil],common,[],Eighth Edition,core
211159,Mountain [Promo] [Foil],common,[],Magic Premiere Shop 2005,promo
211160,Cremate,common,[],Return to Ravnica,expansion
211161,Cremate [Foil],common,[],Return to Ravnica,expansion
211162,Bog Wraith,uncommon,[],Eighth Edition,core
211163,Bog Wraith [Foil],uncommon,[],Eighth Edition,core
211164,"Danitha Capashen, Paragon",uncommon,[],Mystery Booster,masters
211165,Priest of Iroas,common,[],Theros,expansion
211166,Priest of Iroas [Foil],common,[],Theros,expansion
211167,Professor Onyx,mythic,[],Strixhaven: School of Mages,expansion
211168,Professor Onyx [Foil],mythic,[],Strixhaven: School of Mages,expansion
211169,Skyclave Cleric // Skyclave Basilica,uncommon,[],Zendikar Rising,expansion
211170,Skyclave Cleric // Skyclave Basilica [Foil],uncommon,[],Zendikar Rising,expansion
211171,Blot Out the Sky,mythic,[],Strixhaven: School of Mages,expansion
211172,Blot Out the Sky [Foil],mythic,[],Strixhaven: School of Mages,expansion
211173,Tiger Claws,common,[],Mercadian Masques,expansion
211174,Tiger Claws [Foil],common,[],Mercadian Masques,expansion
211175,Undead Warchief,uncommon,[],Planechase,planechase
211176,Gliding Licid,uncommon,[],Stronghold,expansion
211177,Index,common,[],Ninth Edition,core
211178,Chainer's Edict,uncommon,[],Torment,expansion
211179,Chainer's Edict [Foil],uncommon,[],Torment,expansion
211180,"Elspeth, Knight-Errant Emblem",common,[],Modern Masters Tokens,token
211181,Mycoloth,rare,[],Commander 2015,commander
211182,Plains,common,[],Odyssey,expansion
211183,Plains [Foil],common,[],Odyssey,expansion
211184,Ember-Fist Zubera,common,[],Champions of Kamigawa,expansion
211185,Ember-Fist Zubera [Foil],common,[],Champions of Kamigawa,expansion
211186,Weaponized Scrap,rare,[],Mystery Booster Playtest Cards 2019,funny
211187,Mountain,common,[],Seventh Edition,core
211188,Mountain [Foil],common,[],Seventh Edition,core
211189,Secret Plans,uncommon,[],Khans of Tarkir,expansion
211190,Secret Plans [Foil],uncommon,[],Khans of Tarkir,expansion
211191,Spider,common,[],Modern Horizons Tokens,token
211192,Spider [Foil],common,[],Modern Horizons Tokens,token
211193,Prized Elephant,uncommon,[],Magic 2013,core
211194,Prized Elephant [Foil],uncommon,[],Magic 2013,core
211195,Pikemen,common,[],Fourth Edition,core
211196,Magmaw,rare,[],Rise of the Eldrazi,expansion
211197,Magmaw [Foil],rare,[],Rise of the Eldrazi,expansion
211198,Mountain [Showcase],common,[],Core Set 2021,core
211199,Mountain [Showcase] [Foil],common,[],Core Set 2021,core
211200,Stinging Lionfish,uncommon,[],Theros Beyond Death,expansion
211201,Stinging Lionfish [Foil],uncommon,[],Theros Beyond Death,expansion
211202,Rude Awakening,rare,[],Fifth Dawn,expansion
211203,Rude Awakening [Foil],rare,[],Fifth Dawn,expansion
211204,Torment of Scarabs,uncommon,[],Hour of Devastation,expansion
211205,Torment of Scarabs [Foil],uncommon,[],Hour of Devastation,expansion
211206,Blizzard Specter,uncommon,[],Iconic Masters,masters
211207,Blizzard Specter [Foil],uncommon,[],Iconic Masters,masters
211208,Canyon Wildcat,common,[],Tempest,expansion
211209,Pull Under,common,[],Champions of Kamigawa,expansion
211210,Pull Under [Foil],common,[],Champions of Kamigawa,expansion
211211,The Wretched,rare,[],Chronicles,masters
211212,Drakewing Krasis,common,[],Gatecrash,expansion
211213,Drakewing Krasis [Foil],common,[],Gatecrash,expansion
211214,Reaper of the Wilds,rare,[],Duel Decks: Jace vs. Vraska,duel_deck
211215,Overwhelm,uncommon,[],Magic 2015,core
211216,Overwhelm [Foil],uncommon,[],Magic 2015,core
211217,"Kess, Dissident Mage [Foil]",mythic,[],Commander 2017,commander
211218,One with the Machine [Promo] [Foil],rare,[],Core Set 2019 Promos,promo
211219,Shambling Remains,uncommon,[],Duel Decks: Sorin vs. Tibalt,duel_deck
211220,Die Young,common,[],Mystery Booster,masters
211221,Will-Forged Golem,common,[],Magic 2015,core
211222,Will-Forged Golem [Foil],common,[],Magic 2015,core
211223,Bojuka Bog,common,[],Commander 2020,commander
211224,Viashino Sandstalker,uncommon,[],Visions,expansion
211225,Green Sun's Zenith,rare,[],Eternal Masters,masters
211226,Green Sun's Zenith [Foil],rare,[],Eternal Masters,masters
211227,Force of Vigor,rare,[],Modern Horizons,draft_innovation
211228,Force of Vigor [Foil],rare,[],Modern Horizons,draft_innovation
211229,Spiteful Returned,uncommon,[],Born of the Gods,expansion
211230,Spiteful Returned [Foil],uncommon,[],Born of the Gods,expansion
211231,Scaled Behemoth,uncommon,[],Commander Legends,draft_innovation
211232,Scaled Behemoth [Foil],uncommon,[],Commander Legends,draft_innovation
211233,Lightning Shrieker,common,[],Jumpstart,draft_innovation
211234,Island,common,[],Core Set 2021,core
211235,Island [Foil],common,[],Core Set 2021,core
211236,Planewide Disaster,common,[],Planechase 2012 Planes,planechase
211237,"Boseiju, Who Shelters All",rare,[],Champions of Kamigawa,expansion
211238,"Boseiju, Who Shelters All [Foil]",rare,[],Champions of Kamigawa,expansion
211239,Dune Diviner,uncommon,[],Hour of Devastation,expansion
211240,Dune Diviner [Foil],uncommon,[],Hour of Devastation,expansion
211241,Thallid,common,[],Fallen Empires,expansion
211242,Forest,common,[],Jumpstart,draft_innovation
211243,Cryptic Command,rare,[],Modern Masters,masters
211244,Cryptic Command [Foil],rare,[],Modern Masters,masters
211245,Wizard's Spellbook [Promo],rare,[],Adventures in the Forgotten Realms Promos,promo
211246,Wizard's Spellbook [Promo] [Foil],rare,[],Adventures in the Forgotten Realms Promos,promo
211247,Minds Aglow,rare,[],Commander Anthology Volume II,commander
211248,Evermind,uncommon,[],Saviors of Kamigawa,expansion
211249,Evermind [Foil],uncommon,[],Saviors of Kamigawa,expansion
211250,Resurgent Belief,rare,[],Modern Horizons 2,draft_innovation
211251,Resurgent Belief [Foil],rare,[],Modern Horizons 2,draft_innovation
211252,Rag Man,rare,[],Fourth Edition,core
211253,Relentless Hunter,uncommon,[],Duel Decks: Mind vs. Might,duel_deck
211254,"Noyan Dar, Roil Shaper",rare,[],Battle for Zendikar,expansion
211255,"Noyan Dar, Roil Shaper [Foil]",rare,[],Battle for Zendikar,expansion
211256,Sentry of the Underworld,uncommon,[],Theros,expansion
211257,Sentry of the Underworld [Foil],uncommon,[],Theros,expansion
211258,Ivy Seer,uncommon,[],Urza's Destiny,expansion
211259,Ivy Seer [Foil],uncommon,[],Urza's Destiny,expansion
211260,Sightless Ghoul,common,[],Dark Ascension,expansion
211261,Sightless Ghoul [Foil],common,[],Dark Ascension,expansion
211262,Bottle Gnomes,uncommon,[],Mirrodin,expansion
211263,Bottle Gnomes [Foil],uncommon,[],Mirrodin,expansion
211264,Field of Souls,uncommon,[],Eternal Masters,masters
211265,Field of Souls [Foil],uncommon,[],Eternal Masters,masters
211266,Pillar of Light,common,[],Magic 2015,core
211267,Pillar of Light [Foil],common,[],Magic 2015,core
211268,Jungle Hollow,common,[],Ikoria: Lair of Behemoths,expansion
211269,Jungle Hollow [Foil],common,[],Ikoria: Lair of Behemoths,expansion
211270,Grotesque Mutation,common,[],Mystery Booster,masters
211271,Disdainful Stroke,common,[],Guilds of Ravnica,expansion
211272,Disdainful Stroke [Foil],common,[],Guilds of Ravnica,expansion
211273,Nullpriest of Oblivion [Promo],rare,[],Zendikar Rising Promos,promo
211274,Nullpriest of Oblivion [Promo] [Foil],rare,[],Zendikar Rising Promos,promo
211275,Emeria Angel [Promo] [Full Art] [Foil],rare,[],Zendikar Promos,promo
211276,Giant,common,[],Time Spiral Remastered Tokens,token
211277,Giant [Foil],common,[],Time Spiral Remastered Tokens,token
211278,Vendilion Clique,mythic,[],Modern Masters 2015,masters
211279,Vendilion Clique [Foil],mythic,[],Modern Masters 2015,masters
211280,Rude Awakening,rare,[],Duel Decks Anthology: Garruk vs. Liliana,duel_deck
211281,Nip Gwyllion,common,[],Eventide,expansion
211282,Nip Gwyllion [Foil],common,[],Eventide,expansion
211283,Bravado,common,[],Urza's Saga,expansion
211284,Isperia's Skywatch,common,[],Return to Ravnica,expansion
211285,Isperia's Skywatch [Foil],common,[],Return to Ravnica,expansion
211286,Mardu Heart-Piercer,uncommon,[],Duel Decks: Speed vs. Cunning,duel_deck
211287,Sphere of Annihilation [Promo],rare,[],Adventures in the Forgotten Realms Promos,promo
211288,Sphere of Annihilation [Promo] [Foil],rare,[],Adventures in the Forgotten Realms Promos,promo
211289,Serendib Efreet,rare,[],Summer Magic / Edgar,core
211290,Pegasus,common,[],Kaldheim Commander Tokens,token
211291,Blossoming Sands,common,[],Commander 2019,commander
211292,"Heliod, Sun-Crowned",mythic,[],Theros Beyond Death,expansion
211293,"Heliod, Sun-Crowned [Foil]",mythic,[],Theros Beyond Death,expansion
211294,Thorned Moloch,common,[],Hour of Devastation,expansion
211295,Thorned Moloch [Foil],common,[],Hour of Devastation,expansion
211296,Lifespring Druid,common,[],Mystery Booster,masters
211297,Scheming Symmetry,rare,[],Core Set 2020,core
211298,Scheming Symmetry [Foil],rare,[],Core Set 2020,core
211299,Drown in the Loch,rare,[],Secret Lair Drop,box
211300,Drown in the Loch [Foil],rare,[],Secret Lair Drop,box
211301,Silverquill Silencer [Extended Art],rare,[],Strixhaven: School of Mages,expansion
211302,Silverquill Silencer [Extended Art] [Foil],rare,[],Strixhaven: School of Mages,expansion
211303,Noxious Dragon,uncommon,[],Commander Legends,draft_innovation
211304,Noxious Dragon [Foil],uncommon,[],Commander Legends,draft_innovation
211305,Arcane Signet,common,[],Commander 2021,commander
211306,Mistmeadow Witch,uncommon,[],Commander Anthology,commander
211307,Elf Druid,common,[],Commander 2014 Tokens,token
211308,Krosan Tusker,common,[],Commander 2013,commander
211309,"Oathkeeper, Takeno's Daisho",rare,[],Champions of Kamigawa,expansion
211310,"Oathkeeper, Takeno's Daisho [Foil]",rare,[],Champions of Kamigawa,expansion
211311,Magma Sliver,rare,[],Salvat 2005,box
211312,Gilded Light,uncommon,[],Scourge,expansion
211313,Gilded Light [Foil],uncommon,[],Scourge,expansion
211314,Timid Drake,uncommon,[],Weatherlight,expansion
211315,Timetwister,rare,[],Unlimited Edition,core
211316,Earthquake,rare,[],Fifth Edition,core
211317,Purphoros's Intervention [Promo],rare,[],Theros Beyond Death Promos,promo
211318,Purphoros's Intervention [Promo] [Foil],rare,[],Theros Beyond Death Promos,promo
211319,Lightwalker,common,[],Dragons of Tarkir,expansion
211320,Lightwalker [Foil],common,[],Dragons of Tarkir,expansion
211321,Fervent Champion [Promo] [Foil],rare,[],Throne of Eldraine Promos,promo
211322,Grotag Siege-Runner,common,[],Rise of the Eldrazi,expansion
211323,Grotag Siege-Runner [Foil],common,[],Rise of the Eldrazi,expansion
211324,Battle Squadron,uncommon,[],Duel Decks: Merfolk vs. Goblins,duel_deck
211325,Caller of the Claw,rare,[],Salvat 2005,box
211326,Hardened Scales,rare,[],Commander Anthology Volume II,commander
211327,Burning Prophet,common,[],War of the Spark,expansion
211328,Burning Prophet [Foil],common,[],War of the Spark,expansion
211329,Osai Vultures,common,[],Renaissance,masters
211330,Llanowar Elves,common,[],Magic 2012,core
211331,Llanowar Elves [Foil],common,[],Magic 2012,core
211332,Relic Crush,common,[],Zendikar,expansion
211333,Relic Crush [Foil],common,[],Zendikar,expansion
211334,Break the Ice,uncommon,[],Modern Horizons 2,draft_innovation
211335,Break the Ice [Foil],uncommon,[],Modern Horizons 2,draft_innovation
211336,"Kroxa, Titan of Death's Hunger [Promo]",mythic,[],Theros Beyond Death Promos,promo
211337,"Kroxa, Titan of Death's Hunger [Promo] [Foil]",mythic,[],Theros Beyond Death Promos,promo
211338,Gilded Sentinel,common,[],Ixalan,expansion
211339,Gilded Sentinel [Foil],common,[],Ixalan,expansion
211340,Dig Through Time,rare,[],Ultimate Masters,masters
211341,Dig Through Time [Foil],rare,[],Ultimate Masters,masters
211342,Archipelagore [Showcase],uncommon,[],Ikoria: Lair of Behemoths,expansion
211343,Archipelagore [Showcase] [Foil],uncommon,[],Ikoria: Lair of Behemoths,expansion
211344,Turn // Burn,uncommon,[],GRN Guild Kit,box
211345,Lure,uncommon,[],Salvat 2005,box
211346,Ornithopter [Foil],mythic,[],Kaladesh Inventions,masterpiece
211347,Rampant Growth,common,[],Eighth Edition,core
211348,Rampant Growth [Foil],common,[],Eighth Edition,core
211349,Hellkite Igniter,rare,[],Commander 2018,commander
211350,"Zabaz, the Glimmerwasp // Zabaz, the Glimmerwasp",common,[],Modern Horizons 2 Art Series,memorabilia
211351,Tendrils of Corruption,common,[],Commander 2014,commander
211352,Skirsdag High Priest,rare,[],Double Masters,masters
211353,Skirsdag High Priest [Foil],rare,[],Double Masters,masters
211354,Hamletback Goliath,rare,[],Magic 2013,core
211355,Hamletback Goliath [Foil],rare,[],Magic 2013,core
211356,Trained Jackal,common,[],Portal Three Kingdoms,starter
211357,"Ith, High Arcanist",rare,[],The List,masters
211358,Book Devourer,uncommon,[],Guilds of Ravnica,expansion
211359,Book Devourer [Foil],uncommon,[],Guilds of Ravnica,expansion
211360,Harsh Deceiver,common,[],Champions of Kamigawa,expansion
211361,Harsh Deceiver [Foil],common,[],Champions of Kamigawa,expansion
211362,Logic Knot,common,[],Modern Masters,masters
211363,Logic Knot [Foil],common,[],Modern Masters,masters
211364,Deep Analysis,common,[],Torment,expansion
211365,Deep Analysis [Foil],common,[],Torment,expansion
211366,Jungle Hollow,common,[],Commander 2015,commander
211367,Dauntless Aven,common,[],Hour of Devastation,expansion
211368,Dauntless Aven [Foil],common,[],Hour of Devastation,expansion
211369,Icy Manipulator [Promo] [Foil],rare,[],Friday Night Magic 2005,promo
211370,Drudge Skeletons,uncommon,[],Tenth Edition,core
211371,Sentinel Spider,common,[],Commander Legends,draft_innovation
211372,Sentinel Spider [Foil],common,[],Commander Legends,draft_innovation
211373,Birds of Paradise,rare,[],Revised Edition,core
211374,Death-Mask Duplicant,uncommon,[],Darksteel,expansion
211375,Death-Mask Duplicant [Foil],uncommon,[],Darksteel,expansion
211376,"Anya, Merciless Angel [Foil]",mythic,[],Commander Anthology Volume II,commander
211377,Swashbuckling,common,[],Ixalan,expansion
211378,Swashbuckling [Foil],common,[],Ixalan,expansion
211379,Mortarpod,uncommon,[],Mystery Booster,masters
211380,Blood Burglar,common,[],Core Set 2020,core
211381,Blood Burglar [Foil],common,[],Core Set 2020,core
211382,Urza's Avenger,uncommon,[],Rinascimento,masters
211383,Death Mutation,uncommon,[],Commander 2011,commander
211384,Echoing Ruin,common,[],Darksteel,expansion
211385,Echoing Ruin [Foil],common,[],Darksteel,expansion
211386,Whirlpool Warrior,rare,[],Apocalypse,expansion
211387,Whirlpool Warrior [Foil],rare,[],Apocalypse,expansion
211388,Masked Admirers,rare,[],Commander 2014,commander
211389,Opulent Palace,uncommon,[],Commander Anthology Volume II,commander
211390,Lord of the Pit [Foil],mythic,[],Duel Decks Anthology: Divine vs. Demonic,duel_deck
211391,Rumbling Aftershocks,uncommon,[],Worldwake,expansion
211392,Rumbling Aftershocks [Foil],uncommon,[],Worldwake,expansion
211393,Soul Separator [Promo] [Foil],rare,[],Eldritch Moon Promos,promo
211394,Feroz's Ban,rare,[],Homelands,expansion
211395,Planeswalker's Mirth,rare,[],Planeshift,expansion
211396,Planeswalker's Mirth [Foil],rare,[],Planeshift,expansion
211397,Call to Heel,common,[],Shards of Alara,expansion
211398,Call to Heel [Foil],common,[],Shards of Alara,expansion
211399,Bat,common,[],Commander 2017 Tokens,token
211400,Suspicious Bookcase,uncommon,[],Mystery Booster,masters
211401,Torch Courier,common,[],Mystery Booster,masters
211402,Spike Weaver,rare,[],The List,masters
211403,Erg Raiders,common,[],Revised Edition,core
211404,Blatant Thievery,rare,[],Commander 2015,commander
211405,Inexorable Blob,rare,[],Shadows over Innistrad,expansion
211406,Inexorable Blob [Foil],rare,[],Shadows over Innistrad,expansion
211407,Raugrin Triome,rare,[],Ikoria: Lair of Behemoths,expansion
211408,Raugrin Triome [Foil],rare,[],Ikoria: Lair of Behemoths,expansion
211409,Ironscale Hydra,rare,[],Theros Beyond Death,expansion
211410,Ironscale Hydra [Foil],rare,[],Theros Beyond Death,expansion
211411,Eternal Isolation,uncommon,[],Core Set 2020,core
211412,Eternal Isolation [Foil],uncommon,[],Core Set 2020,core
211413,Phantasmal Forces,uncommon,[],Fifth Edition,core
211414,Quandrix Command,rare,[],Strixhaven: School of Mages,expansion
211415,Quandrix Command [Foil],rare,[],Strixhaven: School of Mages,expansion
211416,Woodland Champion,uncommon,[],Double Masters,masters
211417,Woodland Champion [Foil],uncommon,[],Double Masters,masters
211418,Squad Commander [Promo],rare,[],Zendikar Rising Promos,promo
211419,Squad Commander [Promo] [Foil],rare,[],Zendikar Rising Promos,promo
211420,Star of Extinction,mythic,[],Ixalan,expansion
211421,Star of Extinction [Foil],mythic,[],Ixalan,expansion
211422,Treetop Village,uncommon,[],Urza's Legacy,expansion
211423,Treetop Village [Foil],uncommon,[],Urza's Legacy,expansion
211424,Spineless Thug,common,[],Tenth Edition,core
211425,Spineless Thug [Foil],common,[],Tenth Edition,core
211426,Chandra's Revolution,common,[],Mystery Booster,masters
211427,Plains,common,[],Salvat 2005,box
211428,Mind Rot,common,[],Duels of the Planeswalkers,box
211429,Lord of the Pit,rare,[],Fourth Edition Foreign Black Border,core
211430,Guardian's Magemark,common,[],Salvat 2005,box
211431,Homicidal Seclusion,uncommon,[],Avacyn Restored,expansion
